OBJECTID,LOCNUM,SALESVOL,SHAPE
1,666990510,35495,"{""y"": 36.62100000000007, ""x"": -121.84299999999993}"
2,653371815,35495,"{""y"": 36.66760000000007, ""x"": -121.81120000000001}"
3,423468472,35495,"{""y"": 36.9753000000001, ""x"": -121.96509999999991}"
4,511743478,35495,"{""y"": 36.91540000000002, ""x"": -121.77399999999992}"
5,404459478,52059,"{""y"": 37.32310000000005, ""x"": -122.03619999999995}"
6,373128867,84715,"{""y"": 37.29280000000004, ""x"": -121.99069999999993}"
7,402344537,35495,"{""y"": 37.37370000000007, ""x"": -122.03229999999998}"
8,637354200,35495,"{""y"": 37.25050000000003, ""x"": -121.86139999999993}"
9,435039879,35495,"{""y"": 37.249900000000046, ""x"": -121.80389999999996}"
10,230021602,70990,"{""y"": 37.26320000000003, ""x"": -121.91809999999997}"
11,706082503,35495,"{""y"": 37.35230000000006, ""x"": -121.96059999999993}"
12,427515311,35495,"{""y"": 37.339100000000066, ""x"": -121.9045}"
13,653371856,35495,"{""y"": 37.30460000000007, ""x"": -121.86229999999993}"
14,230020265,59158,"{""y"": 37.30770000000016, ""x"": -121.81259999999997}"
15,608450706,35495,"{""y"": 37.339800000000025, ""x"": -121.84059999999995}"
16,224908368,47327,"{""y"": 37.374300000000055, ""x"": -121.84499999999997}"
17,434053366,35495,"{""y"": 38.24430000000015, ""x"": -122.62839999999994}"
18,493062277,35495,"{""y"": 38.34690000000006, ""x"": -122.72029999999997}"
19,963164819,40228,"{""y"": 38.41910000000008, ""x"": -122.71349999999993}"
20,988513198,118317,"{""y"": 37.63690000000009, ""x"": -122.41899999999995}"
21,230176208,47327,"{""y"": 37.4753000000001, ""x"": -122.2177}"
22,974408171,47327,"{""y"": 37.56030000000006, ""x"": -122.28379999999994}"
23,212308704,106486,"{""y"": 37.669200000000075, ""x"": -122.46900000000001}"
24,230019408,94654,"{""y"": 37.67330000000011, ""x"": -122.46469999999998}"
25,715933937,35495,"{""y"": 37.725600000000036, ""x"": -122.46109999999996}"
26,433910516,35495,"{""y"": 37.782300000000106, ""x"": -122.44589999999998}"
27,424165589,1893,"{""y"": 37.784700000000065, ""x"": -122.40399999999993}"
28,707846495,35495,"{""y"": 37.790900000000065, ""x"": -122.4016}"
29,403717441,35495,"{""y"": 37.883600000000065, ""x"": -122.30689999999998}"
30,434528941,35495,"{""y"": 37.78720000000003, ""x"": -122.28149999999995}"
31,404013040,35495,"{""y"": 37.828700000000076, ""x"": -122.2892}"
32,438731991,35495,"{""y"": 37.869700000000094, ""x"": -122.26750000000001}"
33,230019705,44250,"{""y"": 37.40110000000006, ""x"": -122.10659999999993}"
34,221680317,35495,"{""y"": 37.5448000000001, ""x"": -121.98469999999995}"
35,221680333,35495,"{""y"": 37.60770000000006, ""x"": -122.06309999999998}"
36,403515173,35495,"{""y"": 37.41780000000012, ""x"": -121.95589999999999}"
37,404472004,59158,"{""y"": 37.414200000000115, ""x"": -121.87619999999998}"
38,421072949,35495,"{""y"": 37.50070000000003, ""x"": -121.96899999999995}"
39,402304010,70990,"{""y"": 37.66630000000008, ""x"": -122.12039999999993}"
40,402303949,35495,"{""y"": 37.70260000000007, ""x"": -122.12499999999996}"
41,230025314,82822,"{""y"": 37.90490000000004, ""x"": -122.06369999999998}"
42,404463502,47327,"{""y"": 37.70690000000007, ""x"": -121.92909999999995}"
43,898865969,70990,"{""y"": 37.76410000000005, ""x"": -121.96479999999997}"
44,414417644,35495,"{""y"": 37.70660000000008, ""x"": -121.85099999999996}"
45,700109414,35495,"{""y"": 37.95220000000008, ""x"": -122.49199999999993}"
46,455188581,49693,"{""y"": 38.09010000000007, ""x"": -122.55359999999997}"
47,478069933,47327,"{""y"": 37.93210000000006, ""x"": -122.32750000000001}"
48,928136134,61525,"{""y"": 37.98790000000002, ""x"": -122.30929999999992}"
49,230020158,23663,"{""y"": 38.13210000000002, ""x"": -122.22269999999992}"
50,717089130,35495,"{""y"": 38.282600000000045, ""x"": -122.27449999999999}"
51,263166704,35495,"{""y"": 38.322600000000136, ""x"": -122.30789999999996}"
52,404462021,59158,"{""y"": 37.97790000000005, ""x"": -122.06599999999995}"
53,422509315,36441,"{""y"": 38.00820000000003, ""x"": -121.84020000000001}"
54,453434045,53716,"{""y"": 38.24640000000009, ""x"": -122.06879999999995}"
55,481876183,42594,"{""y"": 38.361000000000104, ""x"": -121.96169999999998}"
56,438188804,35495,"{""y"": 38.45910000000006, ""x"": -122.73129999999995}"
57,404480171,47327,"{""y"": 40.80560000000001, ""x"": -124.14419999999996}"
58,230021867,28396,"{""y"": 39.72630000000006, ""x"": -121.80309999999992}"
59,881023055,28396,"{""y"": 40.586600000000104, ""x"": -122.34879999999993}"
60,838040616,1506,"{""y"": 42.34750000000006, ""x"": -122.87799999999999}"
61,202994505,32291,"{""y"": 44.04910000000008, ""x"": -123.17089999999996}"
62,651176349,21527,"{""y"": 44.07280000000004, ""x"": -123.04260000000004}"
63,838144814,32291,"{""y"": 44.628700000000045, ""x"": -123.07799999999996}"
64,699454948,32291,"{""y"": 44.939600000000084, ""x"": -122.98629999999999}"
65,837700863,32291,"{""y"": 45.01230000000007, ""x"": -122.99449999999996}"
66,366796134,43054,"{""y"": 45.3651000000001, ""x"": -122.83929999999995}"
67,397170465,32291,"{""y"": 45.33310000000011, ""x"": -122.76709999999996}"
68,503008104,27985,"{""y"": 45.486500000000106, ""x"": -122.78739999999996}"
69,503008286,36596,"{""y"": 45.45400000000007, ""x"": -122.7782}"
70,837934322,1506,"{""y"": 45.50730000000003, ""x"": -122.95719999999996}"
71,418792651,43054,"{""y"": 45.53900000000003, ""x"": -122.86489999999998}"
72,428080087,32291,"{""y"": 45.5202000000001, ""x"": -122.68139999999997}"
73,425508168,32291,"{""y"": 45.61250000000009, ""x"": -122.68359999999996}"
74,263944894,37205,"{""y"": 45.68570000000006, ""x"": -122.66929999999994}"
75,804228567,37205,"{""y"": 46.142800000000136, ""x"": -122.89939999999996}"
76,503008237,36596,"{""y"": 45.43180000000007, ""x"": -122.57059999999996}"
77,637497629,43054,"{""y"": 45.51810000000011, ""x"": -122.56199999999993}"
78,715094876,32291,"{""y"": 45.576600000000084, ""x"": -122.56469999999995}"
79,214403024,12916,"{""y"": 45.53360000000004, ""x"": -122.44359999999995}"
80,803953587,42166,"{""y"": 45.650500000000086, ""x"": -122.59450000000001}"
81,689883569,37205,"{""y"": 45.61670000000007, ""x"": -122.50579999999997}"
82,404070037,37205,"{""y"": 47.047000000000054, ""x"": -122.93789999999993}"
83,805160603,992,"{""y"": 47.041900000000055, ""x"": -122.8337999999999}"
84,713350718,39686,"{""y"": 47.65800000000012, ""x"": -122.69419999999997}"
85,804522274,44647,"{""y"": 47.165100000000066, ""x"": -122.51099999999997}"
86,230024945,48367,"{""y"": 47.23730000000005, ""x"": -122.48029999999993}"
87,682665617,37205,"{""y"": 47.11340000000012, ""x"": -122.29149999999997}"
88,230025140,34725,"{""y"": 47.159600000000054, ""x"": -122.29479999999995}"
89,578134462,744,"{""y"": 47.36040000000004, ""x"": -122.60819999999995}"
90,251528527,64490,"{""y"": 47.31240000000005, ""x"": -122.30849999999997}"
91,257783894,24803,"{""y"": 47.36650000000007, ""x"": -122.20339999999996}"
92,409748795,37205,"{""y"": 47.522000000000034, ""x"": -122.36869999999999}"
93,457712743,34725,"{""y"": 47.45510000000007, ""x"": -122.25829999999998}"
94,653372722,17362,"{""y"": 47.496200000000066, ""x"": -122.19989999999997}"
95,253020507,37205,"{""y"": 47.172100000000086, ""x"": -122.17209999999994}"
96,422149709,37205,"{""y"": 47.60850000000006, ""x"": -122.33859999999999}"
97,571269091,2232,"{""y"": 47.70890000000001, ""x"": -122.3253999999999}"
98,804653699,49607,"{""y"": 47.83250000000001, ""x"": -122.26679999999996}"
99,230022238,37205,"{""y"": 47.910000000000046, ""x"": -122.2268}"
100,804476950,46135,"{""y"": 47.57410000000008, ""x"": -122.17359999999996}"
101,928448687,44647,"{""y"": 47.544300000000106, ""x"": -122.0501}"
102,928448703,49607,"{""y"": 47.67230000000007, ""x"": -122.10349999999993}"
103,434145621,37205,"{""y"": 47.75760000000011, ""x"": -122.15489999999991}"
104,590505178,62009,"{""y"": 47.9984000000001, ""x"": -122.10129999999998}"
105,637353145,37205,"{""y"": 48.149000000000086, ""x"": -122.19179999999994}"
106,464816263,32245,"{""y"": 48.46540000000008, ""x"": -122.33899999999996}"
107,230020273,47127,"{""y"": 48.784200000000055, ""x"": -122.48780000000002}"
108,404477822,59158,"{""y"": 32.604500000000094, ""x"": -117.08049999999996}"
109,404463491,35495,"{""y"": 32.654400000000166, ""x"": -117.06719999999999}"
110,173283458,1183,"{""y"": 32.752200000000144, ""x"": -117.20939999999997}"
111,173305285,35495,"{""y"": 32.82020000000008, ""x"": -117.17929999999997}"
112,717029157,35495,"{""y"": 32.72700000000002, ""x"": -117.12909999999997}"
113,404461999,35495,"{""y"": 32.766800000000025, ""x"": -117.15049999999998}"
114,003607702,35495,"{""y"": 32.81650000000014, ""x"": -117.15109999999996}"
115,502508997,35495,"{""y"": 32.911100000000076, ""x"": -117.14599999999992}"
116,404462002,59158,"{""y"": 33.06530000000005, ""x"": -117.26249999999995}"
117,404469735,47327,"{""y"": 32.980800000000116, ""x"": -117.06219999999999}"
118,425508242,35495,"{""y"": 33.069600000000044, ""x"": -117.06589999999994}"
119,404469755,70990,"{""y"": 32.65040000000005, ""x"": -116.96759999999995}"
120,404471998,47327,"{""y"": 32.74320000000012, ""x"": -117.05209999999992}"
121,712425092,35495,"{""y"": 32.77310000000002, ""x"": -117.03999999999996}"
122,404895914,70990,"{""y"": 32.779700000000076, ""x"": -117.01099999999992}"
123,503107567,47327,"{""y"": 32.80970000000014, ""x"": -116.95939999999995}"
124,404474094,35495,"{""y"": 32.73860000000012, ""x"": -116.93889999999998}"
125,404462014,35495,"{""y"": 32.83880000000006, ""x"": -116.98109999999993}"
126,256082447,54426,"{""y"": 32.81460000000009, ""x"": -115.56980000000001}"
127,406693624,35495,"{""y"": 35.251400000000054, ""x"": -120.68639999999996}"
128,404465230,35495,"{""y"": 34.92270000000009, ""x"": -120.43369999999996}"
129,404476102,70990,"{""y"": 34.19090000000012, ""x"": -118.93449999999996}"
130,436742420,35495,"{""y"": 34.1497000000001, ""x"": -118.79429999999996}"
131,404465217,35495,"{""y"": 33.825100000000084, ""x"": -118.34579999999993}"
132,404462000,89921,"{""y"": 33.888400000000104, ""x"": -118.39479999999996}"
133,712961891,35495,"{""y"": 33.91860000000001, ""x"": -118.39299999999997}"
134,404467424,1656,"{""y"": 33.86870000000003, ""x"": -118.35749999999994}"
135,421527862,39518,"{""y"": 34.19040000000007, ""x"": -118.62339999999993}"
136,404467422,1419,"{""y"": 34.167200000000044, ""x"": -118.58509999999994}"
137,404459481,70990,"{""y"": 34.191200000000045, ""x"": -118.60399999999998}"
138,719405482,35495,"{""y"": 33.98540000000007, ""x"": -118.39569999999998}"
139,404463482,94654,"{""y"": 34.0008, ""x"": -118.39499999999998}"
140,404460844,35495,"{""y"": 34.02280000000006, ""x"": -118.37349999999996}"
141,404465219,70990,"{""y"": 34.17450000000004, ""x"": -118.4662}"
142,422149712,35495,"{""y"": 34.06310000000009, ""x"": -118.44359999999995}"
143,427190287,35495,"{""y"": 34.07520000000013, ""x"": -118.37559999999996}"
144,255829236,118317,"{""y"": 34.09070000000006, ""x"": -118.34419999999999}"
145,404467418,59158,"{""y"": 34.18820000000003, ""x"": -118.37139999999998}"
146,404476101,59158,"{""y"": 34.261700000000104, ""x"": -119.23659999999995}"
147,404476106,35495,"{""y"": 34.27040000000002, ""x"": -119.24729999999994}"
148,406693633,35495,"{""y"": 34.24290000000004, ""x"": -119.17869999999996}"
149,404467429,56555,"{""y"": 34.217300000000144, ""x"": -119.07269999999991}"
150,404460090,1656,"{""y"": 34.278700000000065, ""x"": -118.86749999999995}"
151,403127615,35495,"{""y"": 34.273000000000025, ""x"": -118.79759999999999}"
152,404474070,47327,"{""y"": 34.28070000000006, ""x"": -118.73979999999993}"
153,404474088,47090,"{""y"": 34.23100000000005, ""x"": -118.56069999999993}"
154,404459116,76906,"{""y"": 34.4195000000001, ""x"": -118.56149999999992}"
155,404471981,35495,"{""y"": 34.234600000000086, ""x"": -118.5035}"
156,404474098,42594,"{""y"": 34.212700000000034, ""x"": -118.45929999999998}"
157,230024267,35495,"{""y"": 34.272600000000054, ""x"": -118.50219999999995}"
158,404460088,47327,"{""y"": 34.24490000000003, ""x"": -118.4188}"
159,404460854,35495,"{""y"": 34.3935000000001, ""x"": -118.46360000000001}"
160,404474087,1419,"{""y"": 35.584000000000096, ""x"": -120.69849999999997}"
161,666990346,59158,"{""y"": 36.71460000000005, ""x"": -121.65279999999991}"
162,666989173,35495,"{""y"": 36.8354000000001, ""x"": -121.38959999999997}"
163,244875159,35495,"{""y"": 36.99980000000007, ""x"": -121.54899999999998}"
164,647444546,35495,"{""y"": 37.154900000000055, ""x"": -121.64979999999996}"
165,676682255,35495,"{""y"": 37.05670000000009, ""x"": -120.87589999999996}"
166,417017187,35495,"{""y"": 37.342600000000054, ""x"": -120.60999999999993}"
167,487479644,37388,"{""y"": 37.323000000000064, ""x"": -120.48679999999995}"
168,256737339,35495,"{""y"": 36.32380000000005, ""x"": -119.67569999999992}"
169,719636805,35495,"{""y"": 36.22590000000005, ""x"": -119.31139999999996}"
170,252885298,35495,"{""y"": 36.29160000000014, ""x"": -119.31369999999995}"
171,719384026,35495,"{""y"": 35.34900000000006, ""x"": -119.12379999999996}"
172,401569548,35495,"{""y"": 35.385000000000026, ""x"": -119.10329999999999}"
173,403525810,35495,"{""y"": 35.33930000000003, ""x"": -119.03529999999989}"
174,404248791,44250,"{""y"": 35.39490000000011, ""x"": -118.95449999999994}"
175,462284852,26029,"{""y"": 36.07850000000015, ""x"": -119.04699999999994}"
176,435039877,35495,"{""y"": 36.830800000000146, ""x"": -119.91039999999992}"
177,719636383,35258,"{""y"": 36.80950000000012, ""x"": -119.84729999999996}"
178,806059713,49693,"{""y"": 36.78050000000005, ""x"": -119.7711}"
179,209707728,35495,"{""y"": 36.8216000000001, ""x"": -119.78859999999996}"
180,946129087,59158,"{""y"": 36.845700000000086, ""x"": -119.79049999999994}"
181,230022386,60815,"{""y"": 36.80710000000002, ""x"": -119.69879999999995}"
182,619695380,59158,"{""y"": 36.83770000000006, ""x"": -119.72599999999991}"
183,688084896,35495,"{""y"": 36.352100000000085, ""x"": -119.2969}"
184,404474065,40228,"{""y"": 33.57120000000008, ""x"": -117.70619999999997}"
185,404476112,35495,"{""y"": 33.64870000000005, ""x"": -117.74499999999995}"
186,414417646,35495,"{""y"": 33.46210000000013, ""x"": -117.60759999999999}"
187,502581283,57975,"{""y"": 33.60640000000009, ""x"": -117.68849999999995}"
188,404469758,35495,"{""y"": 33.62180000000005, ""x"": -117.6829}"
189,404458826,42121,"{""y"": 33.64190000000006, ""x"": -117.59789999999998}"
190,404471984,35495,"{""y"": 33.76010000000008, ""x"": -118.29389999999995}"
191,404463486,60342,"{""y"": 33.80950000000007, ""x"": -118.28599999999993}"
192,617689435,35495,"{""y"": 33.84410000000006, ""x"": -118.26199999999992}"
193,404459118,52059,"{""y"": 33.88690000000008, ""x"": -118.31619999999998}"
194,404474080,35495,"{""y"": 33.92370000000003, ""x"": -118.3228}"
195,504270315,54426,"{""y"": 33.81610000000015, ""x"": -118.18169999999998}"
196,404460846,79272,"{""y"": 33.798000000000094, ""x"": -118.12519999999998}"
197,404459482,35495,"{""y"": 33.85050000000016, ""x"": -118.14209999999996}"
198,404469770,1183,"{""y"": 33.8796000000001, ""x"": -118.21950000000001}"
199,171552458,35495,"{""y"": 33.87760000000007, ""x"": -118.16869999999994}"
200,404462006,35495,"{""y"": 33.78440000000012, ""x"": -118.07189999999994}"
201,404476097,52059,"{""y"": 33.67120000000004, ""x"": -117.95559999999992}"
202,717869545,35495,"{""y"": 33.671500000000066, ""x"": -117.95319999999997}"
203,578101990,35495,"{""y"": 33.681200000000096, ""x"": -117.91769999999998}"
204,404463494,35495,"{""y"": 33.74520000000012, ""x"": -118.01139999999995}"
205,404471990,54426,"{""y"": 33.724200000000124, ""x"": -117.98909999999994}"
206,404465236,70990,"{""y"": 33.76130000000004, ""x"": -117.95619999999992}"
207,627255284,946,"{""y"": 33.847500000000096, ""x"": -118.0623}"
208,404476108,23900,"{""y"": 33.859400000000065, ""x"": -118.08779999999999}"
209,404467449,35495,"{""y"": 33.91810000000011, ""x"": -118.07569999999996}"
210,402495026,41411,"{""y"": 33.80390000000007, ""x"": -118.01309999999998}"
211,404469747,35495,"{""y"": 33.78790000000006, ""x"": -117.91329999999999}"
212,404474085,23663,"{""y"": 33.830900000000064, ""x"": -117.94269999999993}"
213,404462018,35495,"{""y"": 33.85890000000006, ""x"": -118.00169999999994}"
214,404467444,42594,"{""y"": 33.877200000000165, ""x"": -117.9619}"
215,404460858,23663,"{""y"": 33.859400000000065, ""x"": -117.92649999999999}"
216,262829559,35495,"{""y"": 33.91600000000003, ""x"": -117.95759999999997}"
217,404465220,70990,"{""y"": 33.94550000000004, ""x"": -118.33229999999998}"
218,425359753,35495,"{""y"": 34.04890000000009, ""x"": -118.2603999999999}"
219,404465218,54426,"{""y"": 33.94830000000006, ""x"": -118.1674}"
220,404467420,35495,"{""y"": 34.01790000000007, ""x"": -118.15029999999999}"
221,404469734,35495,"{""y"": 34.19190000000003, ""x"": -118.3293}"
222,404460845,35495,"{""y"": 34.1448000000001, ""x"": -118.25969999999992}"
223,404476098,47327,"{""y"": 34.091100000000075, ""x"": -118.14709999999998}"
224,404467415,94654,"{""y"": 34.14130000000004, ""x"": -118.22399999999999}"
225,404465215,58449,"{""y"": 34.14680000000005, ""x"": -118.13449999999993}"
226,404463484,65074,"{""y"": 33.92560000000002, ""x"": -118.10699999999994}"
227,230023251,44960,"{""y"": 33.937600000000046, ""x"": -118.04829999999998}"
228,404467434,35495,"{""y"": 34.00090000000011, ""x"": -118.08649999999993}"
229,404467419,4732,"{""y"": 33.943200000000054, ""x"": -117.99609999999993}"
230,404474092,59158,"{""y"": 33.99160000000011, ""x"": -117.91859999999998}"
231,404472000,35495,"{""y"": 34.033500000000046, ""x"": -117.91109999999999}"
232,404467430,47327,"{""y"": 34.07450000000013, ""x"": -118.073}"
233,404463483,1183,"{""y"": 34.14700000000009, ""x"": -118.08579999999994}"
234,404460860,47327,"{""y"": 34.06950000000009, ""x"": -117.97979999999998}"
235,404467439,32419,"{""y"": 34.13750000000003, ""x"": -117.98309999999995}"
236,404469756,36441,"{""y"": 33.70280000000005, ""x"": -117.88729999999998}"
237,404467431,59632,"{""y"": 33.68530000000007, ""x"": -117.81249999999991}"
238,404477828,35495,"{""y"": 33.6999000000001, ""x"": -117.8273999999999}"
239,404476118,35495,"{""y"": 33.761500000000105, ""x"": -117.88799999999995}"
240,230176323,30762,"{""y"": 33.75900000000016, ""x"": -117.85039999999995}"
241,404469739,70990,"{""y"": 33.727100000000036, ""x"": -117.78549999999991}"
242,404471979,41411,"{""y"": 33.82450000000002, ""x"": -117.83469999999996}"
243,404462016,47090,"{""y"": 33.88800000000001, ""x"": -117.87699999999997}"
244,716712930,47327,"{""y"": 33.91920000000006, ""x"": -117.8878}"
245,404458828,35495,"{""y"": 33.86860000000013, ""x"": -117.74889999999998}"
246,404467445,52533,"{""y"": 33.67660000000006, ""x"": -117.6640999999999}"
247,404474089,1893,"{""y"": 33.82630000000014, ""x"": -117.51639999999995}"
248,404474084,35495,"{""y"": 33.901100000000106, ""x"": -117.56429999999992}"
249,404477830,2366,"{""y"": 34.00470000000007, ""x"": -117.82139999999995}"
250,427769775,35495,"{""y"": 34.027300000000004, ""x"": -117.77189999999996}"
251,404476115,42594,"{""y"": 33.99820000000012, ""x"": -117.71869999999993}"
252,404460852,52059,"{""y"": 34.07280000000008, ""x"": -117.88509999999998}"
253,404474078,47327,"{""y"": 34.10660000000006, ""x"": -117.82439999999994}"
254,402956039,7099,"{""y"": 34.13570000000005, ""x"": -117.90789999999998}"
255,425508239,47327,"{""y"": 34.11100000000009, ""x"": -117.76000000000003}"
256,404463501,946,"{""y"": 34.033500000000046, ""x"": -117.68409999999996}"
257,404467436,35495,"{""y"": 33.97530000000007, ""x"": -117.55449999999999}"
258,404471986,35495,"{""y"": 34.08970000000006, ""x"": -117.69099999999995}"
259,679077388,1419,"{""y"": 34.13330000000008, ""x"": -117.64069999999995}"
260,404477833,35495,"{""y"": 34.075800000000136, ""x"": -117.56139999999998}"
261,427836204,35495,"{""y"": 34.10859999999999, ""x"": -117.57399999999993}"
262,404462007,35495,"{""y"": 33.184100000000086, ""x"": -117.32939999999995}"
263,404462017,35495,"{""y"": 33.13660000000008, ""x"": -117.22869999999996}"
264,404467447,39044,"{""y"": 33.16940000000004, ""x"": -117.2147}"
265,404467421,47327,"{""y"": 33.11380000000009, ""x"": -117.09979999999995}"
266,404458827,44960,"{""y"": 33.506300000000074, ""x"": -117.14599999999992}"
267,556969012,47327,"{""y"": 33.56710000000005, ""x"": -117.20599999999997}"
268,404695655,47327,"{""y"": 33.59880000000008, ""x"": -117.17729999999995}"
269,638071183,35495,"{""y"": 33.689400000000084, ""x"": -117.34219999999998}"
270,404477825,42594,"{""y"": 33.90680000000001, ""x"": -117.45949999999998}"
271,404477821,37861,"{""y"": 33.680400000000056, ""x"": -117.17309999999995}"
272,404467435,47327,"{""y"": 33.94740000000004, ""x"": -117.38250000000001}"
273,404459484,709,"{""y"": 33.94010000000002, ""x"": -117.28109999999995}"
274,404471985,45434,"{""y"": 34.06490000000016, ""x"": -117.43429999999992}"
275,266623305,47563,"{""y"": 34.152200000000086, ""x"": -117.47239999999996}"
276,404463500,41411,"{""y"": 34.07850000000015, ""x"": -117.29199999999994}"
277,404463493,35495,"{""y"": 33.93770000000008, ""x"": -117.18959999999998}"
278,404465214,35495,"{""y"": 34.071200000000054, ""x"": -117.20719999999999}"
279,230176224,40228,"{""y"": 34.13780000000008, ""x"": -117.24519999999998}"
280,404467453,35495,"{""y"": 33.745900000000056, ""x"": -117.00899999999993}"
281,404474096,35495,"{""y"": 34.59930000000015, ""x"": -118.14629999999995}"
282,404474099,29579,"{""y"": 34.67370000000013, ""x"": -118.14909999999996}"
283,697900751,35495,"{""y"": 34.573500000000024, ""x"": -118.04499999999993}"
284,683888739,61525,"{""y"": 34.424800000000076, ""x"": -117.38409999999993}"
285,404469760,47327,"{""y"": 34.506100000000075, ""x"": -117.3286}"
286,645247354,35495,"{""y"": 34.52750000000002, ""x"": -117.21769999999995}"
287,892003690,29579,"{""y"": 34.46900000000011, ""x"": -117.24350000000001}"
288,230024580,87555,"{""y"": 33.78820000000013, ""x"": -116.48199999999997}"
289,230021073,34312,"{""y"": 33.72400000000006, ""x"": -116.40289999999997}"
290,242160059,35495,"{""y"": 33.708900000000064, ""x"": -116.28979999999994}"
291,682822036,35495,"{""y"": 33.740000000000045, ""x"": -116.21699999999998}"
292,667477350,58578,"{""y"": 36.0404, ""x"": -115.19509999999994}"
293,401452306,35146,"{""y"": 36.00300000000001, ""x"": -115.085}"
294,667477509,46862,"{""y"": 36.01240000000005, ""x"": -115.12189999999997}"
295,447862863,33975,"{""y"": 36.064600000000056, ""x"": -115.04760000000002}"
296,672110624,4686,"{""y"": 36.03820000000012, ""x"": -114.99460000000002}"
297,227085479,1171,"{""y"": 36.11390000000009, ""x"": -115.30699999999997}"
298,899508451,30460,"{""y"": 36.12480000000002, ""x"": -115.24149999999996}"
299,529774705,46862,"{""y"": 36.16110000000006, ""x"": -115.28699999999998}"
300,230024663,26946,"{""y"": 36.11660000000006, ""x"": -115.13919999999995}"
301,464060896,35146,"{""y"": 36.219200000000065, ""x"": -115.24980000000001}"
302,203594262,50377,"{""y"": 36.27940000000005, ""x"": -115.2646}"
303,402304123,35146,"{""y"": 36.27080000000005, ""x"": -115.2068}"
304,694262932,35146,"{""y"": 36.28920000000012, ""x"": -115.13309999999993}"
305,230024101,29289,"{""y"": 36.15680000000009, ""x"": -115.06239999999994}"
306,369441225,35995,"{""y"": 32.704600000000106, ""x"": -114.6059999999999}"
307,653371732,33745,"{""y"": 32.88120000000003, ""x"": -111.68369999999994}"
308,637266065,2474,"{""y"": 31.555900000000143, ""x"": -110.25569999999996}"
309,682221973,33745,"{""y"": 32.16320000000008, ""x"": -110.99069999999998}"
310,387851413,899,"{""y"": 32.22170000000011, ""x"": -110.9143}"
311,168752855,38245,"{""y"": 32.222800000000134, ""x"": -110.88059999999996}"
312,499007912,39370,"{""y"": 32.24900000000008, ""x"": -110.85269999999996}"
313,255960270,67491,"{""y"": 32.20780000000006, ""x"": -110.78639999999997}"
314,499007961,40495,"{""y"": 32.33660000000007, ""x"": -111.04869999999991}"
315,168706281,33745,"{""y"": 32.27980000000009, ""x"": -110.97609999999993}"
316,514035971,44994,"{""y"": 32.39870000000005, ""x"": -110.95979999999999}"
317,666372099,33745,"{""y"": 35.052600000000105, ""x"": -114.58969999999995}"
318,686578915,40495,"{""y"": 33.43720000000012, ""x"": -112.42179999999996}"
319,696602051,33745,"{""y"": 33.46330000000012, ""x"": -112.35569999999994}"
320,593682248,33745,"{""y"": 33.63730000000011, ""x"": -112.35379999999999}"
321,484750765,44994,"{""y"": 33.32140000000007, ""x"": -111.98119999999996}"
322,642379390,44994,"{""y"": 33.42330000000003, ""x"": -112.26989999999995}"
323,168210334,44994,"{""y"": 33.475700000000145, ""x"": -112.2186}"
324,593723794,33745,"{""y"": 33.55170000000006, ""x"": -112.26039999999996}"
325,671663185,33745,"{""y"": 33.58100000000009, ""x"": -112.15309999999997}"
326,466448388,44994,"{""y"": 33.63810000000004, ""x"": -112.2308}"
327,256608233,40495,"{""y"": 33.379000000000076, ""x"": -112.03429999999993}"
328,671702199,33745,"{""y"": 33.47750000000012, ""x"": -111.98459999999996}"
329,168029536,33745,"{""y"": 33.52090000000005, ""x"": -112.09799999999993}"
330,230024408,33745,"{""y"": 33.63790000000011, ""x"": -112.06569999999999}"
331,309509909,38245,"{""y"": 33.59980000000008, ""x"": -111.98799999999991}"
332,245506217,33745,"{""y"": 33.29770000000014, ""x"": -111.89979999999997}"
333,406693641,33745,"{""y"": 33.251500000000085, ""x"": -111.84119999999996}"
334,380021097,1349,"{""y"": 33.27860000000006, ""x"": -111.78659999999995}"
335,666373733,33745,"{""y"": 33.3341000000001, ""x"": -111.7569999999999}"
336,667145403,1574,"{""y"": 33.25420000000006, ""x"": -111.64159999999997}"
337,380021105,674,"{""y"": 33.32380000000007, ""x"": -111.68709999999996}"
338,230176216,44994,"{""y"": 33.37930000000012, ""x"": -111.90779999999994}"
339,364569798,38245,"{""y"": 33.391900000000106, ""x"": -111.86489999999999}"
340,666373204,33745,"{""y"": 33.4294000000001, ""x"": -111.90609999999997}"
341,230176356,40495,"{""y"": 33.39440000000012, ""x"": -111.78579999999994}"
342,847343035,30371,"{""y"": 33.53839999999999, ""x"": -111.88729999999995}"
343,696623305,1124,"{""y"": 33.62710000000015, ""x"": -111.88879999999992}"
344,419457973,33745,"{""y"": 33.573900000000016, ""x"": -111.71819999999995}"
345,484746227,42969,"{""y"": 33.38880000000004, ""x"": -111.68309999999995}"
346,593681935,2249,"{""y"": 33.454800000000006, ""x"": -111.68399999999995}"
347,631770153,56243,"{""y"": 33.7092000000001, ""x"": -112.27269999999996}"
348,506804756,33745,"{""y"": 33.66660000000005, ""x"": -112.1188999999999}"
349,593682024,33745,"{""y"": 33.67640000000011, ""x"": -111.97359999999996}"
350,593723901,22497,"{""y"": 33.77900000000003, ""x"": -111.92569999999994}"
351,888019197,25871,"{""y"": 34.55040000000002, ""x"": -112.43509999999999}"
