OBJECTID,LOCNUM,SALESVOL,SHAPE
1426,404465457,30424,"{""y"": 42.60380000000007, ""x"": -83.29449999999993}"
1427,404479423,30424,"{""y"": 42.70610000000003, ""x"": -83.29119999999995}"
1428,404474377,32452,"{""y"": 42.98380000000006, ""x"": -83.7492999999999}"
1429,570947960,405,"{""y"": 42.54470000000007, ""x"": -83.18899999999994}"
1430,404467708,36509,"{""y"": 42.5042, ""x"": -83.08299999999997}"
1431,404474373,36509,"{""y"": 42.52830000000011, ""x"": -83.10789999999997}"
1432,404465454,41174,"{""y"": 42.63810000000007, ""x"": -83.12969999999993}"
1433,404460940,1014,"{""y"": 42.56390000000005, ""x"": -83.08529999999996}"
1434,404467707,26367,"{""y"": 42.55610000000006, ""x"": -83.02909999999997}"
1435,404472277,30424,"{""y"": 42.448400000000106, ""x"": -82.93269999999997}"
1436,404465451,1014,"{""y"": 42.54570000000014, ""x"": -82.90279999999993}"
1437,404478032,811,"{""y"": 42.62820000000004, ""x"": -82.99619999999994}"
1438,404478041,30424,"{""y"": 42.63050000000009, ""x"": -82.91189999999993}"
1439,404474368,30424,"{""y"": 42.71150000000012, ""x"": -83.03099999999996}"
1440,404470025,40566,"{""y"": 42.677500000000094, ""x"": -82.82899999999995}"
1441,404478039,23122,"{""y"": 43.03460000000013, ""x"": -82.45629999999993}"
1442,404472397,616,"{""y"": 41.463400000000085, ""x"": -82.00989999999993}"
1443,427252489,30824,"{""y"": 41.458400000000104, ""x"": -81.85039999999995}"
1444,667478572,30824,"{""y"": 41.46870000000008, ""x"": -81.76889999999995}"
1445,650704281,30824,"{""y"": 41.458000000000034, ""x"": -81.68939999999996}"
1446,404476534,45209,"{""y"": 41.50070000000008, ""x"": -81.53259999999995}"
1447,404467853,41099,"{""y"": 41.525500000000065, ""x"": -81.43869999999995}"
1448,972509673,410,"{""y"": 41.62880000000004, ""x"": -81.42999999999994}"
1449,404474519,2054,"{""y"": 41.686000000000064, ""x"": -81.29399999999994}"
1450,404462123,20283,"{""y"": 43.48000000000013, ""x"": -83.97079999999991}"
1451,404467717,44767,"{""y"": 45.55350000000005, ""x"": -94.21059999999993}"
1452,404467726,34593,"{""y"": 45.566000000000074, ""x"": -94.1444999999999}"
1453,404478049,30523,"{""y"": 45.29380000000005, ""x"": -93.77349999999991}"
1454,644189102,61046,"{""y"": 45.277200000000086, ""x"": -93.56499999999994}"
1455,404474394,30523,"{""y"": 45.57420000000007, ""x"": -93.20049999999996}"
1456,404476399,32558,"{""y"": 45.27460000000013, ""x"": -93.00019999999992}"
1457,404470040,28488,"{""y"": 46.36310000000003, ""x"": -94.24189999999994}"
1458,491349775,29642,"{""y"": 46.698000000000036, ""x"": -92.10469999999995}"
1459,404462127,7122,"{""y"": 46.80840000000008, ""x"": -92.16509999999992}"
1460,404465470,20348,"{""y"": 47.20930000000005, ""x"": -93.52700000000002}"
1461,404476391,35610,"{""y"": 47.5122000000001, ""x"": -92.54819999999994}"
1462,404463658,30424,"{""y"": 46.55110000000012, ""x"": -87.45969999999991}"
1463,374640720,29237,"{""y"": 39.31540000000006, ""x"": -80.27219999999997}"
1464,653372672,24639,"{""y"": 38.05690000000008, ""x"": -78.94199999999994}"
1465,665911673,21425,"{""y"": 38.42580000000008, ""x"": -78.84319999999992}"
1466,263477705,36423,"{""y"": 38.128400000000084, ""x"": -78.44119999999998}"
1467,689304863,1071,"{""y"": 37.51200000000011, ""x"": -77.69219999999996}"
1468,527707095,32138,"{""y"": 37.42100000000002, ""x"": -77.63369999999998}"
1469,975537960,34281,"{""y"": 37.50570000000006, ""x"": -77.60559999999997}"
1470,664752011,32138,"{""y"": 37.652000000000164, ""x"": -77.60559999999997}"
1471,257280917,26782,"{""y"": 37.537700000000065, ""x"": -77.52609999999999}"
1472,975515917,428,"{""y"": 37.586700000000135, ""x"": -77.50119999999998}"
1473,652305301,32138,"{""y"": 37.6392000000001, ""x"": -77.51169999999996}"
1474,685640088,32138,"{""y"": 37.52750000000012, ""x"": -77.35639999999997}"
1475,402304388,32138,"{""y"": 37.600900000000046, ""x"": -77.349}"
1476,366845170,32138,"{""y"": 37.674900000000044, ""x"": -77.46099999999994}"
1477,637323411,32138,"{""y"": 38.22520000000001, ""x"": -77.50569999999992}"
1478,948599030,35995,"{""y"": 38.29910000000007, ""x"": -77.51169999999996}"
1479,647018142,32138,"{""y"": 38.34490000000007, ""x"": -77.49399999999999}"
1480,662805316,32138,"{""y"": 38.9634000000001, ""x"": -78.19309999999994}"
1481,554988501,27853,"{""y"": 39.154400000000074, ""x"": -78.1675999999999}"
1482,676685480,2142,"{""y"": 39.22150000000003, ""x"": -78.1358999999999}"
1483,626956833,7499,"{""y"": 38.483200000000096, ""x"": -77.96739999999991}"
1484,238693295,1285,"{""y"": 38.468700000000055, ""x"": -77.40789999999996}"
1485,630708873,32138,"{""y"": 38.59740000000002, ""x"": -77.33319999999995}"
1486,979890589,28924,"{""y"": 38.65460000000006, ""x"": -77.28859999999996}"
1487,396819385,1714,"{""y"": 38.79470000000009, ""x"": -77.60719999999995}"
1488,667526412,32138,"{""y"": 38.739400000000046, ""x"": -77.53209999999999}"
1489,252426614,64277,"{""y"": 38.89540000000013, ""x"": -77.44549999999997}"
1490,976730440,1499,"{""y"": 38.79880000000008, ""x"": -77.30109999999992}"
1491,648286953,59992,"{""y"": 38.855600000000095, ""x"": -77.39329999999993}"
1492,425508156,32138,"{""y"": 38.87240000000007, ""x"": -77.22979999999993}"
1493,401671216,29237,"{""y"": 39.43750000000011, ""x"": -77.99149999999999}"
1494,247771520,64277,"{""y"": 39.1157000000001, ""x"": -77.53549999999991}"
1495,531629186,1714,"{""y"": 38.954900000000045, ""x"": -77.37039999999992}"
1496,639921485,32138,"{""y"": 39.00880000000008, ""x"": -77.43889999999996}"
1497,948314679,37495,"{""y"": 39.025800000000096, ""x"": -77.40079999999992}"
1498,979694197,49420,"{""y"": 39.19850000000005, ""x"": -77.24509999999994}"
1499,505338657,22463,"{""y"": 39.38100000000008, ""x"": -77.39969999999997}"
1500,260212444,19491,"{""y"": 39.66200000000002, ""x"": -80.00809999999991}"
1501,650787385,29237,"{""y"": 40.05850000000003, ""x"": -80.60089999999992}"
1502,558042941,32593,"{""y"": 40.18670000000003, ""x"": -80.22219999999999}"
1503,404476560,39112,"{""y"": 40.44630000000009, ""x"": -80.1835}"
1504,426597181,32593,"{""y"": 40.3414000000001, ""x"": -80.05299999999993}"
1505,404460991,1303,"{""y"": 40.34820000000013, ""x"": -79.95309999999995}"
1506,404465587,32593,"{""y"": 40.412100000000066, ""x"": -79.91099999999994}"
1507,404476563,32593,"{""y"": 39.908200000000136, ""x"": -79.75829999999998}"
1508,404465586,1738,"{""y"": 40.31960000000007, ""x"": -79.68979999999993}"
1509,404465588,1086,"{""y"": 40.30500000000015, ""x"": -79.58849999999993}"
1510,404462191,32593,"{""y"": 40.43460000000012, ""x"": -79.7721}"
1511,639462886,32593,"{""y"": 40.67990000000006, ""x"": -80.31159999999993}"
1512,404459535,32593,"{""y"": 40.53520000000007, ""x"": -80.06689999999998}"
1513,564898120,21728,"{""y"": 40.5854000000001, ""x"": -80.03669999999993}"
1514,404476561,32593,"{""y"": 40.68790000000005, ""x"": -80.08469999999993}"
1515,406693637,32593,"{""y"": 40.4609000000001, ""x"": -79.92149999999998}"
1516,404468871,32593,"{""y"": 40.524900000000066, ""x"": -80.00769999999993}"
1517,404472413,32593,"{""y"": 40.53830000000008, ""x"": -79.83709999999998}"
1518,667479414,26292,"{""y"": 40.64190000000012, ""x"": -79.94119999999994}"
1519,404474554,32593,"{""y"": 40.87500000000008, ""x"": -79.94139999999996}"
1520,404460977,20549,"{""y"": 41.02430000000005, ""x"": -80.64579999999992}"
1521,562259861,35941,"{""y"": 39.62040000000013, ""x"": -77.77329999999994}"
1522,402052453,32593,"{""y"": 39.94170000000005, ""x"": -77.6321}"
1523,404478183,21728,"{""y"": 40.45880000000008, ""x"": -78.40899999999989}"
1524,404467880,32593,"{""y"": 40.8130000000001, ""x"": -77.90629999999994}"
1525,569840135,54362,"{""y"": 38.29770000000018, ""x"": -76.51389999999994}"
1526,540916921,22463,"{""y"": 38.41580000000003, ""x"": -75.56019999999994}"
1527,639757392,22463,"{""y"": 38.54360000000002, ""x"": -76.9825999999999}"
1528,930236294,67391,"{""y"": 38.62000000000003, ""x"": -76.92399999999995}"
1529,682590674,33695,"{""y"": 38.672400000000046, ""x"": -76.87329999999999}"
1530,592300123,49279,"{""y"": 38.772000000000105, ""x"": -77.17549999999993}"
1531,252426531,1499,"{""y"": 38.77560000000006, ""x"": -77.08269999999997}"
1532,207043985,32138,"{""y"": 38.868400000000065, ""x"": -77.14229999999996}"
1533,402032531,32138,"{""y"": 38.84580000000002, ""x"": -77.11759999999997}"
1534,679295626,32138,"{""y"": 38.833400000000026, ""x"": -77.05119999999992}"
1535,664056579,43994,"{""y"": 38.93000000000005, ""x"": -77.03359999999994}"
1536,260500764,67391,"{""y"": 38.84810000000002, ""x"": -76.88529999999996}"
1537,930240510,53912,"{""y"": 38.8959000000001, ""x"": -76.82299999999995}"
1538,260054200,33695,"{""y"": 39.054600000000086, ""x"": -77.11209999999993}"
1539,213954951,67391,"{""y"": 39.03900000000005, ""x"": -77.05369999999992}"
1540,520561002,673,"{""y"": 39.11870000000011, ""x"": -77.2019999999999}"
1541,630120509,33695,"{""y"": 38.967000000000056, ""x"": -76.95939999999996}"
1542,710608434,33695,"{""y"": 38.982200000000056, ""x"": -76.93779999999995}"
1543,435039684,33695,"{""y"": 38.99750000000012, ""x"": -76.90869999999994}"
1544,520630989,67391,"{""y"": 39.052700000000094, ""x"": -76.95319999999994}"
1545,396752156,33695,"{""y"": 38.95580000000013, ""x"": -76.82549999999995}"
1546,930238407,33695,"{""y"": 39.097400000000036, ""x"": -76.80629999999995}"
1547,396820110,898,"{""y"": 39.1974000000001, ""x"": -76.81319999999995}"
1548,427935654,33695,"{""y"": 39.25000000000012, ""x"": -76.81729999999995}"
1549,930238092,67391,"{""y"": 38.95270000000005, ""x"": -76.72219999999996}"
1550,421072951,33920,"{""y"": 39.03370000000003, ""x"": -76.68359999999996}"
1551,402421082,33695,"{""y"": 39.13340000000015, ""x"": -76.63309999999994}"
1552,667287361,34818,"{""y"": 39.19150000000015, ""x"": -76.61339999999994}"
1553,693736167,67391,"{""y"": 38.980800000000016, ""x"": -76.54069999999996}"
1554,676683147,33695,"{""y"": 39.317600000000084, ""x"": -76.65659999999997}"
1555,212871057,44927,"{""y"": 39.38400000000007, ""x"": -76.73259999999995}"
1556,932448954,67391,"{""y"": 39.43310000000003, ""x"": -76.79909999999995}"
1557,427811060,33695,"{""y"": 39.277100000000125, ""x"": -76.56669999999997}"
1558,435311948,33695,"{""y"": 39.39320000000009, ""x"": -76.58099999999995}"
1559,269256897,30326,"{""y"": 39.33350000000008, ""x"": -76.44849999999997}"
1560,244369955,51666,"{""y"": 39.37040000000012, ""x"": -76.45229999999997}"
1561,404467689,33695,"{""y"": 38.78350000000003, ""x"": -76.08739999999995}"
1562,572014900,2018,"{""y"": 39.160700000000105, ""x"": -75.5103999999999}"
1563,642838106,35557,"{""y"": 39.421900000000065, ""x"": -75.03949999999995}"
1564,979700259,898,"{""y"": 39.56690000000006, ""x"": -76.9741999999999}"
1565,406693634,32593,"{""y"": 39.82820000000006, ""x"": -76.99949999999993}"
1566,435596113,33695,"{""y"": 39.4619000000001, ""x"": -76.63399999999996}"
1567,404467879,43457,"{""y"": 40.19630000000013, ""x"": -77.15880000000001}"
1568,404461838,32593,"{""y"": 40.24670000000009, ""x"": -77.00709999999997}"
1569,404462193,21946,"{""y"": 40.246300000000076, ""x"": -76.80739999999999}"
1570,404462192,43457,"{""y"": 39.964900000000036, ""x"": -76.77679999999997}"
1571,404460183,43457,"{""y"": 39.99050000000009, ""x"": -76.67749999999992}"
1572,404464964,32593,"{""y"": 40.31230000000012, ""x"": -76.79929999999997}"
1573,238680789,44927,"{""y"": 39.463400000000036, ""x"": -76.31659999999992}"
1574,930246467,89854,"{""y"": 39.525500000000136, ""x"": -76.35029999999996}"
1575,995942935,21340,"{""y"": 39.5212000000001, ""x"": -76.1781999999999}"
1576,403123528,33636,"{""y"": 39.68200000000003, ""x"": -75.65119999999993}"
1577,505031310,67273,"{""y"": 39.8307000000001, ""x"": -75.5345}"
1578,654004506,32593,"{""y"": 39.88130000000005, ""x"": -75.52699999999997}"
1579,404460989,4345,"{""y"": 40.02610000000004, ""x"": -76.20419999999991}"
1580,406161983,32593,"{""y"": 40.13210000000005, ""x"": -76.30429999999993}"
1581,404470152,65186,"{""y"": 40.35910000000006, ""x"": -75.98609999999998}"
1582,513637462,65186,"{""y"": 40.03930000000009, ""x"": -75.62969999999996}"
1583,716514872,3259,"{""y"": 40.05250000000004, ""x"": -75.66560000000001}"
1584,402374061,32593,"{""y"": 40.048300000000026, ""x"": -75.51959999999997}"
1585,202768263,43457,"{""y"": 40.138100000000065, ""x"": -75.57459999999993}"
1586,698346541,32593,"{""y"": 40.308300000000074, ""x"": -75.8599}"
1587,404465589,32593,"{""y"": 40.397300000000016, ""x"": -75.92749999999995}"
1588,402304162,32593,"{""y"": 40.2684000000001, ""x"": -75.65469999999993}"
1589,689107019,3259,"{""y"": 40.84240000000005, ""x"": -76.83869999999993}"
1590,404460992,32593,"{""y"": 41.24420000000008, ""x"": -76.83479999999996}"
1591,404460182,43457,"{""y"": 40.61300000000006, ""x"": -75.53489999999992}"
1592,404459156,3693,"{""y"": 41.24170000000011, ""x"": -75.84429999999996}"
1593,402067541,32593,"{""y"": 39.91520000000006, ""x"": -75.35009999999991}"
1594,649202199,32593,"{""y"": 39.91510000000011, ""x"": -75.3346}"
1595,401635028,35557,"{""y"": 39.7664000000001, ""x"": -75.13369999999999}"
1596,264226143,35557,"{""y"": 39.82850000000009, ""x"": -75.09369999999997}"
1597,209252543,32593,"{""y"": 39.92440000000011, ""x"": -75.14609999999992}"
1598,605889617,59262,"{""y"": 39.73570000000008, ""x"": -75.0393}"
1599,667445605,35557,"{""y"": 39.747100000000046, ""x"": -74.99449999999997}"
1600,981363666,52150,"{""y"": 39.849800000000144, ""x"": -74.98379999999996}"
1601,991812835,151710,"{""y"": 39.93870000000012, ""x"": -75.02529999999996}"
1602,402027146,35557,"{""y"": 39.867800000000074, ""x"": -74.92369999999994}"
1603,706197409,32593,"{""y"": 40.09400000000007, ""x"": -75.36529999999993}"
1604,639873231,32593,"{""y"": 40.00700000000004, ""x"": -75.21319999999997}"
1605,433156195,32593,"{""y"": 39.99020000000009, ""x"": -75.09019999999997}"
1606,412707177,32593,"{""y"": 40.07750000000011, ""x"": -75.16419999999992}"
1607,581186962,65186,"{""y"": 40.101400000000105, ""x"": -75.29259999999992}"
1608,420355664,32593,"{""y"": 40.125200000000056, ""x"": -75.11580000000001}"
1609,667479612,32593,"{""y"": 40.21310000000006, ""x"": -75.49679999999992}"
1610,552595035,32593,"{""y"": 40.224700000000084, ""x"": -75.2361999999999}"
1611,532579273,54322,"{""y"": 40.22350000000006, ""x"": -75.13989999999995}"
1612,692370554,32593,"{""y"": 40.04980000000008, ""x"": -75.0581999999999}"
1613,659752133,35557,"{""y"": 40.013100000000065, ""x"": -74.95889999999994}"
1614,394817134,118524,"{""y"": 39.970100000000066, ""x"": -74.9159}"
1615,395959075,47803,"{""y"": 40.10520000000008, ""x"": -75.00139999999996}"
1616,988623302,43457,"{""y"": 40.13680000000004, ""x"": -74.95749999999995}"
1617,400763604,32593,"{""y"": 40.17900000000009, ""x"": -74.87919999999993}"
1618,997779152,47409,"{""y"": 40.03550000000007, ""x"": -74.82519999999994}"
1619,404463690,42668,"{""y"": 40.3047, ""x"": -74.67879999999997}"
1620,986118982,11852,"{""y"": 39.45190000000008, ""x"": -74.63229999999997}"
1621,404460964,43853,"{""y"": 39.710800000000084, ""x"": -74.28419999999994}"
1622,404458849,16593,"{""y"": 40.274500000000046, ""x"": -74.54109999999997}"
1623,404470076,35557,"{""y"": 40.38220000000009, ""x"": -74.57629999999995}"
1624,404474467,47409,"{""y"": 40.29070000000019, ""x"": -74.30009999999994}"
1625,404478096,35557,"{""y"": 40.441900000000054, ""x"": -74.4261999999999}"
1626,706346455,35557,"{""y"": 40.44090000000013, ""x"": -74.39599999999997}"
1627,546230467,1185,"{""y"": 39.98960000000009, ""x"": -74.17439999999993}"
1628,989098868,2370,"{""y"": 40.058700000000066, ""x"": -74.1486}"
1629,404470075,47409,"{""y"": 40.13200000000005, ""x"": -74.22369999999998}"
1630,203679774,48594,"{""y"": 40.22760000000005, ""x"": -74.04469999999999}"
1631,513972240,46461,"{""y"": 40.41200000000003, ""x"": -74.13539999999995}"
1632,675514921,32593,"{""y"": 40.46040000000012, ""x"": -75.36859999999996}"
1633,404462195,32593,"{""y"": 40.639100000000056, ""x"": -75.43919999999997}"
1634,404460962,948,"{""y"": 40.674800000000076, ""x"": -75.13659999999997}"
1635,404472414,36939,"{""y"": 40.71210000000014, ""x"": -75.28769999999996}"
1636,404467781,47409,"{""y"": 40.84380000000003, ""x"": -74.80879999999995}"
1637,404467876,28247,"{""y"": 40.99660000000006, ""x"": -75.24399999999997}"
1638,404467778,72299,"{""y"": 40.56260000000005, ""x"": -74.55329999999996}"
1639,382839777,42668,"{""y"": 40.54980000000003, ""x"": -74.42639999999993}"
1640,622718385,47409,"{""y"": 40.55140000000011, ""x"": -74.33579999999989}"
1641,404467825,67849,"{""y"": 40.52790000000004, ""x"": -74.23379999999997}"
1642,404467780,35557,"{""y"": 40.63940000000006, ""x"": -74.41939999999994}"
1643,404476465,35557,"{""y"": 40.62760000000006, ""x"": -74.30719999999997}"
1644,644454696,35557,"{""y"": 40.62120000000009, ""x"": -74.2481999999999}"
1645,980449722,35557,"{""y"": 40.68820000000004, ""x"": -74.30879999999998}"
1646,404467777,71114,"{""y"": 40.90820000000009, ""x"": -74.54699999999997}"
1647,204723308,35557,"{""y"": 40.811500000000144, ""x"": -74.38259999999995}"
1648,404463691,71114,"{""y"": 40.71820000000007, ""x"": -74.28569999999995}"
1649,552725905,47409,"{""y"": 40.889600000000044, ""x"": -74.27089999999995}"
1650,700110897,33924,"{""y"": 40.57600000000007, ""x"": -74.16959999999993}"
1651,404470103,33924,"{""y"": 40.6316000000001, ""x"": -73.94639999999995}"
1652,269360806,158315,"{""y"": 40.68450000000006, ""x"": -73.97759999999992}"
1653,404476518,33924,"{""y"": 40.65290000000006, ""x"": -73.87019999999994}"
1654,404474464,35557,"{""y"": 40.824000000000055, ""x"": -74.13629999999995}"
1655,404480239,60684,"{""y"": 40.732400000000105, ""x"": -74.03569999999998}"
1656,404470074,1185,"{""y"": 40.802200000000006, ""x"": -74.02159999999998}"
1657,694262965,35557,"{""y"": 40.91560000000013, ""x"": -74.06059999999995}"
1658,404480240,47409,"{""y"": 40.898700000000126, ""x"": -74.03889999999997}"
1659,404479460,53572,"{""y"": 40.813600000000164, ""x"": -73.98459999999997}"
1660,403212123,33924,"{""y"": 40.7957000000001, ""x"": -73.93249999999992}"
1661,404474500,33924,"{""y"": 40.819500000000126, ""x"": -73.93029999999997}"
1662,404472365,90465,"{""y"": 40.7350000000001, ""x"": -73.87469999999998}"
1663,403364187,33924,"{""y"": 40.7574000000001, ""x"": -73.83409999999995}"
1664,404476516,33924,"{""y"": 40.78170000000009, ""x"": -73.83289999999992}"
1665,436963625,33924,"{""y"": 40.82360000000011, ""x"": -73.8373999999999}"
1666,383584315,113082,"{""y"": 40.873100000000086, ""x"": -73.90859999999998}"
1667,404465532,33924,"{""y"": 40.90200000000002, ""x"": -73.81759999999997}"
1668,404476469,948,"{""y"": 40.988100000000074, ""x"": -74.32339999999994}"
1669,404458852,33924,"{""y"": 41.10420000000005, ""x"": -74.02389999999997}"
1670,404459530,3392,"{""y"": 41.09940000000003, ""x"": -73.96039999999991}"
1671,637351081,45232,"{""y"": 41.315700000000035, ""x"": -74.15089999999998}"
1672,404478181,43457,"{""y"": 42.05500000000004, ""x"": -80.09469999999999}"
1673,404460170,33924,"{""y"": 43.08880000000004, ""x"": -78.97819999999992}"
1674,404476520,33924,"{""y"": 42.79220000000011, ""x"": -78.78299999999996}"
1675,404474494,33924,"{""y"": 42.8790000000001, ""x"": -78.69869999999995}"
1676,404470104,33924,"{""y"": 42.95550000000004, ""x"": -78.87369999999997}"
1677,404474495,40709,"{""y"": 42.910900000000034, ""x"": -78.77209999999997}"
1678,404460169,56541,"{""y"": 42.99810000000007, ""x"": -78.82229999999997}"
1679,687489625,33924,"{""y"": 42.9951000000001, ""x"": -78.69849999999998}"
1680,676683634,2035,"{""y"": 43.014600000000044, ""x"": -78.20519999999992}"
1681,716802541,33924,"{""y"": 43.10480000000009, ""x"": -77.74669999999999}"
1682,404458854,16962,"{""y"": 43.20520000000009, ""x"": -77.69489999999992}"
1683,404465534,33924,"{""y"": 43.0776000000001, ""x"": -77.63219999999997}"
1684,404470108,2261,"{""y"": 43.033600000000035, ""x"": -77.44809999999994}"
1685,404460173,33924,"{""y"": 43.12760000000003, ""x"": -77.44129999999993}"
1686,404460971,1130,"{""y"": 43.19800000000011, ""x"": -77.57439999999993}"
1687,404478136,2940,"{""y"": 43.21130000000004, ""x"": -77.45089999999995}"
1688,404467831,33924,"{""y"": 42.15430000000005, ""x"": -76.87319999999994}"
1689,404467874,1086,"{""y"": 41.46500000000007, ""x"": -75.63879999999996}"
1690,404467820,45232,"{""y"": 42.09560000000005, ""x"": -76.00229999999995}"
1691,206888547,25556,"{""y"": 42.483100000000086, ""x"": -76.491}"
1692,404470109,33924,"{""y"": 43.04660000000007, ""x"": -76.23639999999995}"
1693,203886445,4523,"{""y"": 43.03120000000012, ""x"": -76.01829999999995}"
1694,431193420,33924,"{""y"": 43.1880000000001, ""x"": -76.24659999999993}"
1695,404470117,33924,"{""y"": 43.16140000000011, ""x"": -76.12289999999993}"
1696,205779960,22616,"{""y"": 41.46320000000006, ""x"": -74.3724999999999}"
1697,667477897,33924,"{""y"": 41.503900000000094, ""x"": -74.06179999999998}"
1698,365532357,33924,"{""y"": 41.627100000000034, ""x"": -73.917}"
1699,423941866,33924,"{""y"": 41.96650000000007, ""x"": -73.98469999999996}"
1700,690668629,33924,"{""y"": 43.08000000000006, ""x"": -75.31409999999995}"
1701,596650333,1356,"{""y"": 42.70660000000007, ""x"": -73.8232}"
1702,404474501,67849,"{""y"": 42.77500000000009, ""x"": -73.89349999999993}"
1703,425508129,33924,"{""y"": 42.86750000000013, ""x"": -73.93079999999993}"
1704,402304130,33924,"{""y"": 42.965500000000134, ""x"": -74.19019999999996}"
1705,404462169,33924,"{""y"": 43.97330000000004, ""x"": -75.9594999999999}"
1706,404470102,65587,"{""y"": 40.664400000000036, ""x"": -73.71969999999999}"
1707,404472371,678,"{""y"": 40.68790000000005, ""x"": -73.40629999999996}"
1708,404472362,113082,"{""y"": 40.74190000000009, ""x"": -73.59989999999989}"
1709,404465531,63326,"{""y"": 40.72470000000001, ""x"": -73.49439999999997}"
1710,404467823,61064,"{""y"": 40.77500000000006, ""x"": -73.53199999999997}"
1711,714154466,33924,"{""y"": 40.717600000000054, ""x"": -73.41949999999996}"
1712,404465535,45459,"{""y"": 40.75150000000006, ""x"": -73.41899999999998}"
1713,427792500,33924,"{""y"": 40.82770000000012, ""x"": -73.40489999999993}"
1714,404474492,6784,"{""y"": 40.72910000000007, ""x"": -73.27869999999993}"
1715,404480677,45232,"{""y"": 40.80850000000009, ""x"": -73.29409999999991}"
1716,404470116,39578,"{""y"": 40.772700000000064, ""x"": -73.20129999999992}"
1717,404459529,90465,"{""y"": 40.83900000000007, ""x"": -73.28689999999993}"
1718,706197387,33924,"{""y"": 40.766500000000114, ""x"": -73.06769999999996}"
1719,439538137,33924,"{""y"": 40.77000000000002, ""x"": -72.9988999999999}"
1720,404467824,67849,"{""y"": 40.82650000000011, ""x"": -72.98889999999989}"
1721,545424764,101774,"{""y"": 40.88280000000002, ""x"": -73.1027999999999}"
1722,404505839,33924,"{""y"": 41.033100000000076, ""x"": -73.76500000000001}"
1723,404480181,46557,"{""y"": 41.05510000000006, ""x"": -73.54209999999998}"
1724,404471040,67849,"{""y"": 41.21570000000005, ""x"": -73.71979999999995}"
1725,404474147,1163,"{""y"": 41.416300000000106, ""x"": -73.40189999999996}"
1726,400503888,34918,"{""y"": 41.2300000000001, ""x"": -73.22069999999998}"
1727,404477870,34918,"{""y"": 41.233600000000095, ""x"": -73.14989999999995}"
1728,404465279,34918,"{""y"": 41.23670000000001, ""x"": -73.03849999999996}"
1729,404469806,40737,"{""y"": 41.279900000000175, ""x"": -72.98639999999996}"
1730,675514954,34918,"{""y"": 41.34420000000007, ""x"": -73.07979999999998}"
1731,404465538,904,"{""y"": 40.932600000000036, ""x"": -72.67939999999997}"
1732,406912844,34918,"{""y"": 41.3558000000001, ""x"": -72.87209999999996}"
1733,404469805,46557,"{""y"": 41.37760000000006, ""x"": -72.15009999999994}"
1734,404477871,58196,"{""y"": 41.58170000000011, ""x"": -73.03499999999997}"
1735,404476167,34918,"{""y"": 41.82100000000001, ""x"": -73.07779999999994}"
1736,404465278,46557,"{""y"": 41.552700000000065, ""x"": -72.81529999999997}"
1737,404467513,34918,"{""y"": 41.612800000000036, ""x"": -72.90479999999995}"
1738,404472056,41901,"{""y"": 41.66050000000012, ""x"": -72.72519999999999}"
1739,404474148,69836,"{""y"": 41.711000000000084, ""x"": -72.76529999999993}"
1740,404462036,93115,"{""y"": 41.81000000000013, ""x"": -72.54949999999995}"
1741,404474151,23511,"{""y"": 41.89360000000006, ""x"": -72.65049999999992}"
1742,370099475,46557,"{""y"": 41.997800000000026, ""x"": -72.58439999999997}"
1743,533409579,42804,"{""y"": 42.16710000000008, ""x"": -72.63989999999997}"
1744,404476345,32103,"{""y"": 42.35820000000014, ""x"": -72.54969999999992}"
1745,404474498,45459,"{""y"": 42.64420000000004, ""x"": -73.69969999999995}"
1746,404460171,33924,"{""y"": 42.75530000000006, ""x"": -73.7721999999999}"
1747,404472372,40031,"{""y"": 42.85720000000006, ""x"": -73.77239999999992}"
1748,404474337,34243,"{""y"": 42.49340000000009, ""x"": -73.20199999999996}"
1749,404478137,22616,"{""y"": 43.10200000000007, ""x"": -73.74529999999994}"
1750,260394655,33924,"{""y"": 43.32800000000007, ""x"": -73.67819999999993}"
1751,404474448,33850,"{""y"": 42.927000000000085, ""x"": -72.3027999999999}"
1752,439536323,33850,"{""y"": 42.92380000000001, ""x"": -72.28739999999992}"
1753,697323848,34918,"{""y"": 41.58360000000005, ""x"": -71.99599999999994}"
1754,404465281,34918,"{""y"": 41.83920000000013, ""x"": -71.88379999999992}"
1755,404470161,31712,"{""y"": 41.70450000000013, ""x"": -71.49359999999996}"
1756,676684483,31712,"{""y"": 41.726400000000055, ""x"": -71.47989999999999}"
1757,427757793,31712,"{""y"": 41.87380000000008, ""x"": -71.51899999999995}"
1758,404459159,31712,"{""y"": 41.93540000000011, ""x"": -71.48069999999994}"
1759,373293067,428,"{""y"": 41.79570000000011, ""x"": -71.32049999999997}"
1760,404458548,32103,"{""y"": 42.19600000000007, ""x"": -71.77439999999996}"
1761,404476342,36383,"{""y"": 42.29450000000007, ""x"": -71.77479999999994}"
1762,404472245,32103,"{""y"": 42.1608000000001, ""x"": -71.49839999999992}"
1763,404463646,42804,"{""y"": 41.94230000000005, ""x"": -71.34869999999992}"
1764,404478003,32103,"{""y"": 42.03090000000009, ""x"": -71.31119999999996}"
1765,404474336,33387,"{""y"": 42.28040000000008, ""x"": -71.65529999999994}"
1766,404462107,32103,"{""y"": 42.358800000000095, ""x"": -71.60669999999992}"
1767,404160698,32103,"{""y"": 42.34920000000007, ""x"": -71.50619999999992}"
